,Event Number,Occurred/Discovered Date and Time,Product Category,Product Type,Volume Released,Latitude,Longitude,Gas,Liquid,Miscellaneous,Amine,Butane,Condensate,Contaminated Water,Crude Oil - Sour,Crude Oil - Sweet,Crude Oil - Synthetic,Diesel Fuel,Drilling Fluid,Fuel Gas,Gasoline,Glycol,Hydrogen Sulphide,Jet Fuel,Lube Oil,Mixed HVP Hydrocarbons,Natural Gas - Sour,Natural Gas - Sweet,Natural Gas Liquids,Odourant,Potassium Carbonate,Potassium Hydroxide (caustic solution),Produced Water,Propane,Pulp slurry,Sulphur,Sulphur Dioxide,Waste Oil,Water
568,INC2016-108,2016-09-05 12:41:00,Gas,Natural Gas - Sweet,113.55,55.55101914,-122.4538759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
588,INC2017-011,2017-01-28 04:00:00,Miscellaneous,Hydrogen Sulphide,0.86,55.56909171,-121.9446616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,INC2014-081,2014-06-02 07:45:00,Gas,Natural Gas - Sweet,322.0,52.92871,-111.88764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
565,INC2016-110,2016-08-28 06:26:00,Gas,Natural Gas - Sweet,52.0,56.14356248,-120.6685897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
337,INC2013-043,2013-03-13 08:00:00,Liquid,Condensate,2.0,59.20186,-121.596498,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,INC2017-023,2017-02-17 03:10:00,Liquid,Condensate,988.0,53.51651,-113.37012,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,INC2008-110,2008-11-20 12:00:00,Liquid,Condensate,10.0,59.20196,-121.5963,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,INC2013-056,2013-04-04 06:30:00,Gas,Mixed HVP Hydrocarbons,30.0,42.281736,-83.07803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
638,INC2017-177,2017-11-02 11:00:00,Gas,Natural Gas - Sweet,1000.0,50.07364,-104.00057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
386,INC2013-162,2013-11-26 11:24:00,Gas,Natural Gas - Sweet,4300000.0,54.50936,-112.64735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
461,INC2015-013,2015-01-31 01:45:00,Gas,Fuel Gas,1.0,44.719151,-63.583774,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,INC2010-091,2010-08-23 09:15:00,Liquid,Gasoline,25.1,45.140221,-74.562991,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,INC2009-103,2009-09-18 11:00:00,Gas,Natural Gas - Sweet,0.1,49.68123,-95.37477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
128,INC2010-066,2010-07-06 02:20:00,Gas,Natural Gas - Sweet,0.5,53.16727,-112.15003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
486,INC2015-071,2015-06-15 11:00:00,Liquid,Waste Oil,2.0,56.14630285,-120.6691693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
518,INC2015-127,2015-11-08 10:00:00,Gas,Natural Gas - Sweet,14075.0,52.61406,-110.96464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
395,INC2014-006,2014-01-11 12:15:00,Liquid,Lube Oil,2.0,49.716512,-96.976655,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,INC2019-120,2019-11-04 11:26:00,Gas,Natural Gas - Sweet,31775.96,53.198331,-116.194173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
366,INC2013-118,2013-07-28 07:45:00,Gas,Natural Gas Liquids,0.0001,51.865344,-109.026045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
502,INC2015-103,2015-08-29 01:00:00,Gas,Natural Gas - Sweet,92300.0,55.42619,-122.67658,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
630,INC2017-165,2017-10-11 01:54:00,Gas,Natural Gas - Sweet,15570.0,49.11777778,-121.9988889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
151,INC2010-119,2010-10-28 09:00:00,Gas,Natural Gas - Sweet,11000.0,50.67645278,-109.9787222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,INC2008-056,2008-06-05 07:20:00,Liquid,Crude Oil - Sweet,8.0,53.5431,-113.35401,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,INC2008-018,2008-02-25 12:00:00,Gas,Natural Gas - Sweet,100.0,50.20739,-101.48731,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
448,INC2014-136,2014-11-10 05:13:00,Gas,Natural Gas - Sweet,0.01,45.27322,-66.06481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
680,INC2018-111,2018-09-02 02:10:00,Miscellaneous,Drilling Fluid,0.05,49.74598858,-101.2510539,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,INC2015-080,2015-07-09 11:01:00,Gas,Natural Gas - Sweet,1.0,54.61366745,-118.2116069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
700,INC2019-048,2019-05-01 03:51:00,Gas,Natural Gas - Sweet,0.01,49.14183644,-121.9598926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
707,INC2019-113,2019-10-18 06:30:00,Liquid,Lube Oil,3.18,51.44418383,-114.5271075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,INC2018-177,2018-11-28 06:22:00,Gas,Natural Gas - Sour,4.94,55.573639,-121.9434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
