,Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Company,Status,Latitude,Approximate Volume Released (m3),Substance,Release Type,Significant,Year,Occurrence Date and Time,Discovered Date and Time,Duration of interruption of pipeline operations,Pipeline or Facility Type,Activity being performed at time of incident,How the incident was discovered,Closed Date,Pipeline or facility equipment involved,Rupture,Released substance type,Released volume (m3),Pipe body release,Residual effects on the environment,Source of Explosion,Source of Fire,Activity at time of fatality,Number of fatalities,Type of Injury,Number of individuals injured,Workdays lost,Work restricted by injury,Conditions that resulted in the operation beyond  limits,Conditions that resulted in adverse effects on the environment,Number of people evacuated,Regulation,Pipeline Name,Pipeline outside diameter (NPS),Pipeline length (km),Substance carried,Facility Name,Facility Type,Facility latitude,Facility longitude,Country,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Population Density,Kilometre post,Emergency Level,Investigation Type,Was NEB Staff Deployed,Related NEB event number,Equipment or component involved,Design standard,Nominal pipe size,Material,Material grade,Schedule,Design wall thickness (mm),Custom design wall thickness (mm),Actual wall thickness (mm),Licensed maximum operating pressure (kPa),Restricted operating pressure (kPa),Actual operating pressure at time of failure (kPa),Designed depth of cover (m),Actual depth of cover (m),Year of manufacture,Year of installation,Year when put into service,Most recent cathodic protection reading at incident site (mV vs. Cu/CuSO4),Weld type ,Seam type,Seam joining method,Seam clock position,Coating location,Coating type,Coating condition,Application method,Year when the coating was applied,Insulation installed,Repair type,Repair date,Equipment or component has never been inspected,Most recent inspection date for the failed equipment or component,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type,Most recent maintenance work part of the routine maintenance program,Longitude,Release of substance,Alberta,Manitoba,British Columbia,Saskatchewan,Ontario,New Brunswick,Nova Scotia,Quebec,Northwest Territories,Natural,Unknown Land,Forests,Industrial,Agricultural Cropland,Shrub Land,Vegetative Barren,Tundra / Native Prairie / Parks,Barren Land,Small Commeicial,Water / Wetlands,Residential,Frost heave,Freeze-thaw,Frozen components,Soil/Slope,High winds,Rains/Floods,Adverse weather,Month of occurrence,Spring,Summer,Fall,Winter
1354,INC2020-029,Fire,3/6/2020,Edmonton,Trans Mountain Pipeline ULC,Closed,53.54290845,0,Not Applicable,Not Applicable,No,2020,2020-03-06,2020/03/06 09:55:00 AM Mountain,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),4/23/2020,No,No,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,TRANS MOUNTAIN EXPANSION PROJECT,"762.00000000, 914.00000000",946.1591548,Crude Oil,EDMONTON,,53.54290845,-113.3644501,Canada,No,No,No,No,4,,Not Emergency,Inactive Investigation Level in Error,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-113.3644501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
1355,INC2020-030,Operation Beyond Design Limits,3/9/2020,Dorion,TransCanada PipeLines Limited,Closed,48.798,0,Not Applicable,Not Applicable,No,2020,,2020/03/09 03:30:00 PM Eastern,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),6/22/2020,Yes,No,,,,No,,,,,,,,,Exposure in a Waterbody,,0,OPR,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,Natural Gas,,,,,Canada,No,No,Yes,No,3,MLV 69A-1 + 8.542 km,Not Emergency,Inactive Investigation Level in Error,No,,"Pipeline, Pipe, Body",,NPS 30,Carbon Steel,359 - X52,,9.5 mm = 0.375 in,,,,,,,,,,1958,,,,,,,Asphalt Mastic,,,,No,,,No,1/23/2020,Visual,Yes,Yes,,,No,-88.53562,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
1356,INC2020-033,Fire,3/23/2020,Conklin,NOVA Gas Transmission Ltd.,Closed,55.688457,0,Not Applicable,Not Applicable,No,2020,2020-03-22,2020/03/22 11:00:00 AM Mountain,No pipeline interruption,Transmission,Maintenance,Employee / Contractor (Onsite),11/16/2020,No,No,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,LEISMER LATERAL (PTARMIGAN PIPELINE) NPS 14,355.6,56.06171676,Natural Gas,,,,,Canada,No,Yes,No,No,3,10.5148,Not Emergency,Inactive Investigation Level in Error,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-111.442978,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
1357,INC2020-034,Fire,3/30/2020,Ft. St. John ,NOVA Gas Transmission Ltd.,Closed,56.96144805,0,Not Applicable,Not Applicable,No,2020,2020-03-30,2020/03/30 11:45:00 AM Mountain,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),8/10/2020,Yes,No,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,NORTH MONTNEY MAINLINE,1067,287.6755648,Natural Gas Sweet,AITKEN CREEK WEST NO. 2 RECEIPT,,56.96144805,-122.0762842,Canada,Yes,No,No,No,3,,Not Emergency,Inactive Investigation Level in Error,No,,"Station/Facility, Compression, Auxiliary device(s) (please explain)",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-122.0762842,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
1358,INC2020-036,Release of Substance,4/10/2020,Edson,NOVA Gas Transmission Ltd.,Closed,53.77239,9100,Natural Gas - Sweet,Gas,No,2020,,2020/04/09 10:30:00 AM Mountain,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),3/1/2021,Yes,No,Natural Gas - Sweet,9100,No,No,,,,,,,,,,,0,OPR,GRANDE PRAIRIE MAINLINE,"273.10000000, 406.40000000, 508.00000000, 610.00000000, 914.00000000",339.6264095,Natural Gas,,Meter,,,Canada,Yes,No,No,No,3,,Not Emergency,Inactive Investigation Level in Error,No,INC2020-050,"Station/Facility, Pigging, Receiving, Fitting, Nipple, Thread",,NPS 1/2,Carbon Steel,,80,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,,,No,Yes,,,No,-116.91948,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
1359,INC2020-048,Operation Beyond Design Limits,5/19/2020,"Bowker, Ontario",TransCanada PipeLines Limited,Closed,48.72211,0,Not Applicable,Not Applicable,No,2020,,2020/05/19 01:00:00 PM Central,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),10/13/2020,Yes,No,,,,No,,,,,,,,,Exposure in a Waterbody,,0,OPR,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,Natural Gas,,,,,Canada,No,No,Yes,No,3,MLV 69-1 + 27.19,Not Emergency,Inactive Investigation Level in Error,No,,"Pipeline, Pipe, Body",,NPS 30,Carbon Steel,359 - X52,,9.5 mm = 0.375 in,,,6895,,,,,,1958,,,,,,,,,,,,No,,,No,1/28/2020,Visual,Yes,Yes,,,No,-88.588886,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
1360,INC2020-039,Release of Substance,4/23/2020,Grande Prairie,NOVA Gas Transmission Ltd.,Closed,54.48310727,129636.35,Natural Gas - Sweet,Gas,Yes,2020,,2020/04/23 08:00:00 AM Mountain,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),7/31/2020,Yes,No,Natural Gas - Sweet,129636.35,No,No,,,,,,,,,,,0,OPR,GRANDE PRAIRIE MAINLINE,"273.10000000, 406.40000000, 508.00000000, 610.00000000, 914.00000000",339.6264095,Natural Gas,LATORNELL,,54.48310727,-118.0999325,Canada,Yes,No,No,No,3,,Not Emergency,Inactive Investigation Level in Error,No,,"Station/Facility, Compression, Fitting, Swage, Thread;Station/Facility, Compression, Instrumentation and controls",,NPS 3/4,Carbon Steel,,,,,,,,7500,,,,,1994,,,,,,,,,,,No,,,No,4/14/2020,Visual,Yes,Yes,,,No,-118.0999325,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
1361,INC2020-040,Operation Beyond Design Limits,4/24/2020,Two Hills,NOVA Gas Transmission Ltd.,Closed,53.76999,0,Not Applicable,Not Applicable,No,2020,,2020/04/23 01:00:00 PM Mountain,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),10/13/2020,Yes,No,,,,No,,,,,,,,,Exposure on Land,,0,OPR,HAIRY HILL LATERAL - NPS 10,273.1,19.09850343,Natural Gas,,,,,Canada,No,No,Yes,No,3,,Not Emergency,Inactive Investigation Level in Error,No,,"Pipeline, Pipe, Body",1975,NPS 10,Carbon Steel,359 - X52,,4.8 mm = 0.188 in,,4.8,8620,,6753,,,,1975,1975,,,,,,,,,,,No,,,No,4/20/2020,Visual,Yes,Yes,,,No,-111.9527,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0
1362,INC2020-042,Operation Beyond Design Limits,4/25/2020,Chetwynd,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.65598377,0,Not Applicable,Not Applicable,No,2020,,2020/04/25 09:16:00 AM Mountain,No pipeline interruption,Transmission,Operation,Scheduled Patrol,10/13/2020,Yes,No,,,,No,,,,,,,,,Exposure in a Waterbody,,0,OPR,"30"" Fort St. John Mainline",,,,"30"" Fort St. John Mainline",Other Facility,55.65598377,-121.712754,Canada,No,No,Yes,No,3,MML1 KP 87.57,Not Emergency,Inactive Investigation Level in Error,No,,"Pipeline, Pipe, Body",API 5L 1957,NPS 30,Carbon Steel,359 - X52,40,9.5 mm = 0.375 in,,,6455,,,,,1957,1957,1957,,,,,,External,Asphalt Mastic,Intact,Field Applied,1957,No,,,No,4/25/2020,Visual,Yes,Yes,,,No,-121.712754,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
1363,INC2020-043,Release of Substance,4/26/2020,Fort McMurray,NOVA Gas Transmission Ltd.,Submitted,56.7054,11457864.96,Natural Gas - Sweet,Gas,Yes,2020,,2020/04/26 08:34:00 AM Mountain,Short-term interruption,Transmission,Operation,Public,,Yes,No,Natural Gas - Sweet,11457864.96,Yes,Yes,,,,,,,,,,,0,OPR,ALBERSUN LATERAL (NPS 10 1967) FORT MCMURRAY SECTION,10.75,130.7237506,Natural Gas,,,,,Canada,No,No,Yes,No,3,32.46,Not Emergency,Inactive Investigation Level in Error,No,"INC2020-078, REM2020-035, REM2020-036","Pipeline, Pipe, Body",1967,NPS 10,Carbon Steel,317 - X46,,4.8 mm = 0.188 in,4.7,4.9,4500,4275,3945,1.5,1.5,1967,1967,1967,1863200035,,Straight,Electric Resistance Welded,10 o'clock,External,Polyethylene Tape Wrap,Disbonded,Field Applied,,No,,,No,3/12/2020,Visual,Yes,No,11/1/2019,,No,-111.403,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0
1364,INC2020-045,Release of Substance,4/30/2020,Herschel,Enbridge Pipelines Inc.,Closed,51.64917,50,Crude Oil - Sweet,Liquid,Yes,2020,2020-04-30,2020/04/30 07:55:00 AM Central,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),3/1/2021,Yes,No,Crude Oil - Sweet,50,No,Yes,,,,,,,,,,,0,OPR,Line 3,"610.00000000, 864.00000000, 914.00000000, 914.40000000",2334.948756,Crude Oil,,Meter,,,Canada,Yes,Yes,No,No,3,,Not Emergency,Inactive Investigation Level in Error,No,,"Station/Facility, Pumping, Auxiliary device(s) (please explain)",see the Equipment/Component Involved section,NPS 3/4,Stainless Steel,,,2.1 mm = 0.083 in,,,,,,,,2016,2016,2016,,,,,,,,,,,No,,,No,4/14/2020,Visual,Yes,Yes,,,No,-108.21167,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
1365,INC2020-046,Fire,5/1/2020,Sherwood Park ,Trans Mountain Pipeline ULC,Closed,53.542879,0,Not Applicable,Not Applicable,No,2020,2020-05-01,2020/05/01 12:00:00 PM Mountain,No pipeline interruption,Transmission,Maintenance,Employee / Contractor (Onsite),10/16/2020,No,No,,,,No,,Welding or Cutting,,,,,,,,,0,OPR,,,,,,Valve,,,Canada,No,No,No,No,3,0,Not Emergency,Inactive Investigation Level in Error,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-113.364282,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
1366,INC2020-047,Operation Beyond Design Limits,5/5/2020,Wabasca,NOVA Gas Transmission Ltd.,Closed,56.514333,0,Not Applicable,Not Applicable,No,2020,,2020/02/18 10:00:00 AM Mountain,No pipeline interruption,Transmission,Operation,Other Control System,2/1/2021,Yes,No,,,,No,,,,,,,,,Slope Movements,,0,OPR,NORTH CENTRAL CORRIDOR LOOP (BUFFALO CREEK WEST SECTION) - NPS 36,914,53.55816421,Natural Gas,,,,,Canada,Yes,No,Yes,No,3,27+980,Not Emergency,Inactive Investigation Level in Error,No,INC2013-146,"Pipeline, Fitting, Elbow, Body",CSA Z662-11,NPS 36,Carbon Steel,483 - X70,,19.7 mm = 0.776 in,,19.7,9930,9333,,1.28,0.93,,2013,2013,,,,,,,,,,,No,,,No,,,No,No,,,No,-113.68003,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1367,INC2020-050,Release of Substance,5/24/2020,Longview ,NOVA Gas Transmission Ltd.,Closed,50.38248,86,Natural Gas - Sweet,Gas,No,2020,2020-05-23,2020/05/23 04:27:00 PM Mountain,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),3/1/2021,Yes,No,Natural Gas - Sweet,86,No,No,,,,,,,,,,,0,OPR,WESTERN ALBERTA M/L LOOP - NPS 42,1067,119.7986295,Natural Gas,,,,,Canada,Yes,No,No,No,3,,Not Emergency,Inactive Investigation Level in Error,No,INC2020-036,"Station/Facility, Pigging, Receiving, Fitting, Nipple, Thread",,NPS 3/4,Carbon Steel,,80,3.9 mm = 0.154 in,,,5826,,,,,,,,,,,,,,,,,,No,,,Yes,,,No,Yes,,,No,-114.226414,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
1368,INC2020-051,Fire,5/27/2020,Burnaby,Trans Mountain Pipeline ULC,Closed,49.26848937,0,Not Applicable,Not Applicable,No,2020,2020-05-27,2020/05/27 03:00:00 AM Pacific,No pipeline interruption,Gathering,Construction,Employee / Contractor (Onsite),9/10/2020,No,No,,,,No,,Housekeeping,,,,,,,,,0,OPR,TRANS MOUNTAIN EXPANSION PROJECT,"762.00000000, 914.00000000",946.1591548,Crude Oil,BURNABY,,49.26848937,-122.931342,Canada,No,Yes,No,No,4,1147,Not Emergency,Inactive Investigation Level in Error,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-122.931342,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
1369,INC2020-052,Fire,5/29/2020,Burnaby ,Trans Mountain Pipeline ULC,Closed,49.29079839,0,Not Applicable,Not Applicable,No,2020,2020-05-29,2020/05/29 04:15:00 PM Pacific,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),9/10/2020,No,No,,,,No,,Housekeeping,,,,,,,,,0,OPR,TRANS MOUNTAIN EXPANSION PROJECT,"762.00000000, 914.00000000",946.1591548,Crude Oil,WESTRIDGE MARINE TERMINAL,,49.29079839,-122.9502759,Canada,No,Yes,No,No,4,1148,Not Emergency,Inactive Investigation Level in Error,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-122.9502759,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
1370,INC2020-054,Operation Beyond Design Limits,6/5/2020,North York,Trans-Northern Pipelines Inc.,Closed,43.776405,0,Not Applicable,Not Applicable,No,2020,,2020/06/04 01:30:00 PM Eastern,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),10/5/2020,Yes,No,,,,No,,,,,,,,,Exposure in a Waterbody,,0,OPR,Toronto Lateral,273.1,20.02955014,Refined Products-Aviation,,,,,Canada,No,No,Yes,No,7,,Not Emergency,Inactive Investigation Level in Error,No,,"Pipeline, Pipe, Body",,NPS 10,Carbon Steel,241 - B,30,7.8 mm = 0.307 in,,,8412,,,,,,1951,1952,,,Straight,Electric Resistance Welded,,External,Polyethylene Tape Wrap,,,,No,,,No,,,No,No,,,No,-79.370181,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
1371,INC2020-055,Explosion,6/6/2020,Baytree,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.821969,0,Not Applicable,Not Applicable,No,2020,2020-06-06,2020/06/06 09:58:00 AM Pacific,Short-term interruption,Transmission,Operation,SCADA,11/20/2020,Yes,No,,,,No,Equipment & Electrical,,,,,,,,,,0,OPR,"26"" Alberta Mainline",660.4,57.94913728,Natural Gas Sweet,Gordondale Compressor Station,,,,Canada,Yes,No,No,No,3,0,Not Emergency,Inactive Investigation Level in Error,No,,"Station/Facility, Compression, Auxiliary device(s) (please explain)",1989 (ASME),,,,,,,,,,,,,1989,1989,1989,,,,,,,,,,,No,,,No,10/24/2019,Visual,Yes,No,10/24/2019,Testing of Functionality,Yes,-119.751665,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
1372,INC2020-056,Fire,6/6/2020,Midale,Kingston Midstream Limited,Closed,49.450559,0,Not Applicable,Not Applicable,No,2020,2020-06-06,2020/06/06 07:20:00 PM Mountain,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),9/11/2020,Yes,No,,,,No,,Under Investigation or Unknown,,,,,,,,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,3,,Not Emergency,Inactive Investigation Level in Error,No,,"Station/Facility, Compression, Auxiliary device(s) (please explain)",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-103.336958,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0,1,0,0
1373,INC2020-057,Release of Substance,6/13/2020,Abbotsford,Trans Mountain Pipeline ULC,Submitted,49.06567935,190,Crude Oil - Sweet,Liquid,No,2020,2020-06-12,2020/06/12 10:34:00 PM Pacific,Short-term interruption,Transmission,Operation,SCADA,,Yes,No,Crude Oil - Sweet,190,No,Yes,,,,,,,,,,,0,OPR,Mainline,610,1596.893888,"Crude Oil, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light",SUMAS,,49.06567935,-122.1597143,Canada,Yes,No,No,No,3,KP 1082,Not Emergency,Inactive Investigation Level in Error,No,REM2020-030,"Station/Facility, Pumping, Instrumentation and controls",ASME B31.3 ,NPS 1,Stainless Steel,,,1.7 mm = 0.068 in,,1.7,9930,,5794,0,0,2015,2015,2015,,,Seamless,,,,,,,,No,Replacement,,No,6/12/2020,Visual,Yes,Yes,,,No,-122.1597143,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
1374,INC2020-058,Operation Beyond Design Limits,6/14/2020,Edmonton,Enbridge Pipelines Inc.,Closed,53.543056,0,Not Applicable,Not Applicable,No,2020,2020-06-13,2020/06/13 07:15:00 PM Mountain,Short-term interruption,Transmission,Operation,SCADA,11/27/2020,Yes,No,,,,No,,,,,,,,,Overpressure - Maximum Operating Pressure,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,7,,Not Emergency,Inactive Investigation Level in Error,No,,"Station/Facility, Metering, Receiving, Valve, Gate, Stem;Station/Facility, Metering, Receiving, Valve, Pressure relief, Other (please explain)",,,,,,,,,1896,,2227,,,,2017,2017,,,,,,,,,,,No,,,Yes,,,No,Yes,,,No,-113.354167,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
1375,INC2020-059,Fire,6/14/2020,Rolphton ,TransCanada PipeLines Limited,Closed,46.152799,0,Not Applicable,Not Applicable,No,2020,2020-06-14,2020/06/14 01:38:00 PM Eastern,No pipeline interruption,Transmission,Maintenance,Employee / Contractor (Onsite),11/19/2020,No,No,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,Line 1200-1,914.4,431.7076581,Natural Gas,,,,,Canada,Yes,No,No,No,3,MLV1207+11.990;,Not Emergency,Inactive Investigation Level in Error,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-77.690799,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
1376,INC2020-060,Operation Beyond Design Limits,6/14/2020,Drayton Valley,NOVA Gas Transmission Ltd.,Submitted,53.38098,0,Not Applicable,Not Applicable,No,2020,,2020/06/13 11:36:00 AM Mountain,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),,Yes,No,,,,No,,,,,,,,,Exposure on Land,,0,OPR,ETA LAKE,168.3,3.05657216,Natural Gas,,,,,Canada,No,No,Yes,No,3,,Not Emergency,Inactive Investigation Level in Error,No,"INC2020-098, OM2020-372","Pipeline, Pipe, Body",,NPS 6,Carbon Steel,359 - X52,,7.1 mm = 0.280 in,,,6178,,,1.1,,,2020,2020,,,,,,,,,,,No,,,No,2/18/2020,Inline Inspection (ILI),Yes,No,,,No,-115.61765,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
1377,INC2020-061,"Explosion, Fire",6/15/2020,Hardisty,TransCanada Keystone Pipeline GP Ltd.,Closed,52.64363744,0,Not Applicable,Not Applicable,No,2020,2020-06-15,2020/06/15 07:47:00 PM Mountain,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),11/6/2020,Yes,No,,,,No,Equipment & Electrical,Equipment & Electrical,,,,,,,,,0,OPR,GIBSON WEST INTERCONNECT PIPELINE,914,1.15130787,Crude Oil,HARDISTY WEST INTERCONNECTING FACILITIES BOOSTER PUMP STATION,,52.64363744,-111.2775357,Canada,Yes,Yes,No,No,"within 200 m of event side - an industrial installation (e.g., a chemical plant or a hazardous substance storage area) ",N/A ,Not Emergency,Inactive Investigation Level in Error,No,,"Station/Facility, Pumping, Electrical power system apparatus",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,Visual,Yes,Yes,,,No,-111.2775357,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0
1378,INC2020-063,Operation Beyond Design Limits,6/18/2020,Gosnell,Trans Mountain Pipeline ULC,Closed,52.506788,0,Not Applicable,Not Applicable,No,2020,,2020/06/17 04:42:00 PM Pacific,No pipeline interruption,Transmission,Maintenance,Employee / Contractor (Onsite),11/25/2020,Yes,No,,,,No,,,,,,,,,Exposure in a Waterbody,,0,OPR,Mainline,610,1596.893888,"Crude Oil, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light",,,,,Canada,No,No,Yes,No,3,539.95,Not Emergency,Inactive Investigation Level in Error,No,,"Pipeline, Pipe, Girth weld;Pipeline, Pipe, Body",1953,NPS 24,Carbon Steel,359 - X52,,7.9 mm = 0.311 in,,7.9,6669,,,1.2,0,,1953,1953,,,,,,External,Coal Tar Enamel Narrow,,Field Applied,1953,No,,,No,11/15/2019,Inline Inspection (ILI),Yes,Yes,,,No,-119.106979,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0
1379,INC2020-065,Release of Substance,6/25/2020,Chetwynd,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,55.7041176,4.05,Natural Gas - Sweet,Gas,No,2020,2020-06-24,2020/06/24 10:30:00 AM Pacific,Short-term interruption,Transmission,Maintenance,Employee / Contractor (Onsite),,Yes,No,Natural Gas - Sweet,4.05,No,No,,,,,,,,,,,0,OPR,"30"" Fort St. John Mainline",,,,,Meter,,,Canada,Yes,No,No,No,3,79.6,Not Emergency,Inactive Investigation Level in Error,No,,"Pipeline, Fitting, Branch connection, Weld",,,,,,,,,,,,,,,,,,,,,,,,,,,No,Replacement,7/24/2020,No,6/24/2020,Non-destructive examination (NDE),No,No,6/24/2020,Replacement,No,-121.6282676,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
1380,INC2020-066,Operation Beyond Design Limits,6/25/2020,Thunder Bay,TransCanada PipeLines Limited,Closed,48.93875,0,Not Applicable,Not Applicable,No,2020,,2020/06/24 02:00:00 PM Eastern,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),2/18/2021,Yes,No,,,,No,,,,,,,,,Exposure on Land,,0,OPR,LINE 100-2,"508.00000000, 609.60000000, 762.00000000, 863.60000000, 914.40000000",3393.42642,Natural Gas,,,,,Canada,No,No,Yes,No,3,MLV66-2 +6.3km,Not Emergency,Inactive Investigation Level in Error,No,,"Pipeline, Pipe, Body",,NPS 36,Carbon Steel,448 - X65,,9.1 mm = 0.358 in,,,6895,5900,,0.9,,,,1972,,,,,,,,,,,No,,,No,10/18/2020,Inline Inspection (ILI),Yes,No,,,No,-89.774665,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0
1381,INC2020-067,Operation Beyond Design Limits,6/26/2020,Gordondale,NOVA Gas Transmission Ltd.,Closed,55.79381,0,Not Applicable,Not Applicable,No,2020,,2020/06/25 09:00:00 AM Mountain,No pipeline interruption,Transmission,Operation,Landowner,1/8/2021,Yes,No,,,,No,,,,,,,,,Exposure on Land,,0,OPR,GORDONDALE LATERAL - NPS 16,406.4,117.3814221,Natural Gas,,,,,Canada,No,No,Yes,No,3,,Not Emergency,Inactive Investigation Level in Error,No,,"Pipeline, Pipe, Body",,NPS 16,Carbon Steel,359 - X52,,,5.9,,8450,,,,,1977,,,,,,,,,,,,,No,,,No,1/23/2020,Inline Inspection (ILI),Yes,No,,,No,-119.03227,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
